Date,Price,Open,High,Low,Vol.,Change %,
10-Sep-12,11.2,11,11.2,10.9,42.29K,1.36%,786
9-Sep-12,11,11,11.1,10.9,14.03K,0.00%,785
8-Sep-12,11,11,11.1,10.8,24.25K,0.00%,784
7-Sep-12,11,11.2,11.2,10.9,35.54K,-1.61%,783
6-Sep-12,11.2,11,11.3,10.6,67.05K,1.64%,782
5-Sep-12,11,10.4,11.2,10.3,60.77K,5.97%,781
4-Sep-12,10.4,10.5,10.5,10.1,34.88K,-1.42%,780
3-Sep-12,10.5,10.2,10.6,10.1,22.93K,3.24%,779
2-Sep-12,10.2,10,10.4,9.7,25.06K,2.31%,778
1-Sep-12,10,10.2,10.3,9.8,23.38K,-1.87%,777
31-Aug-12,10.2,10.8,10.8,9.7,67.79K,-5.75%,776
30-Aug-12,10.8,10.9,10.9,10.6,30.87K,-1.28%,775
29-Aug-12,10.9,10.9,11.1,10.6,53.65K,0.00%,774
28-Aug-12,10.9,10.9,11.2,10.5,54.88K,0.00%,773
27-Aug-12,10.9,10.6,12.1,10.5,175.12K,3.20%,772
26-Aug-12,10.6,10.5,10.6,10.4,26.33K,0.86%,771
25-Aug-12,10.5,10.6,10.6,10.2,40.23K,-0.75%,770
24-Aug-12,10.6,10.1,10.6,9.9,92.08K,4.95%,769
23-Aug-12,10.1,9.8,10.3,9.7,56.02K,2.96%,768
22-Aug-12,9.8,9.9,10.1,9.6,67.51K,-1.11%,767
21-Aug-12,9.9,10.1,10.3,9.7,72.08K,-1.78%,766
20-Aug-12,10.1,8,10.5,7.8,192.50K,26.25%,765
19-Aug-12,8,11.6,11.6,7.6,238.86K,-31.09%,764
18-Aug-12,11.6,11.6,12.9,11,88.05K,0.00%,763
17-Aug-12,11.6,13.5,15.4,10.6,221.03K,-14.22%,762
16-Aug-12,13.5,13.3,13.8,12.5,96.60K,1.89%,761
15-Aug-12,13.3,12.2,13.3,12.2,57.56K,8.70%,760
14-Aug-12,12.2,12,12.3,11.9,44.02K,1.25%,759
13-Aug-12,12,11.6,12.1,11.5,54.04K,3.61%,758
12-Aug-12,11.6,11.5,11.8,11.4,30.34K,0.96%,757
11-Aug-12,11.5,11.4,11.6,11.4,21.79K,1.05%,756
10-Aug-12,11.4,11.1,11.6,11,63.60K,2.98%,755
9-Aug-12,11.1,11.1,12,10.8,101.88K,0.00%,754
8-Aug-12,11.1,11.1,11.1,10.9,31.32K,0.00%,753
7-Aug-12,11.1,10.9,11.1,10.6,41.65K,2.21%,752
6-Aug-12,10.9,10.9,11.2,10.6,51.64K,0.00%,751
5-Aug-12,10.9,11,11.3,10.1,67.28K,-1.00%,750
4-Aug-12,11,11,11.3,10.5,52.32K,0.00%,749
3-Aug-12,11,10.5,11.1,10.3,61.64K,4.18%,748
2-Aug-12,10.5,9.6,11,9.4,126.69K,10.26%,747
1-Aug-12,9.6,9.4,9.6,9.1,68.70K,2.14%,746
31-Jul-12,9.4,9.1,9.4,9.1,70.17K,2.75%,745
30-Jul-12,9.1,8.7,9.1,8.7,51.26K,4.48%,744
29-Jul-12,8.7,8.9,8.9,8.7,11.46K,-2.02%,743
28-Jul-12,8.9,8.9,8.9,8.7,16.17K,0.00%,742
27-Jul-12,8.9,8.9,8.9,8.8,26.67K,0.00%,741
26-Jul-12,8.9,8.8,8.9,8.6,32.38K,1.14%,740
25-Jul-12,8.8,8.6,8.9,8.4,64.72K,2.33%,739
24-Jul-12,8.6,8.4,8.9,8.3,40.95K,1.78%,738
23-Jul-12,8.4,8.4,9.2,7.8,146.40K,0.00%,737
22-Jul-12,8.4,8.9,9,8.3,30.07K,-4.97%,736
21-Jul-12,8.9,8.5,9.7,8,139.91K,3.87%,735
20-Jul-12,8.5,8.9,8.9,7.6,154.66K,-3.95%,734
19-Jul-12,8.9,9.1,9.2,8.8,48.25K,-2.63%,733
18-Jul-12,9.1,8.8,9.4,8.5,105.95K,3.52%,732
17-Jul-12,8.8,8.5,9.5,7.3,210.80K,3.53%,731
16-Jul-12,8.5,7.6,8.6,7.6,103.40K,11.55%,730
15-Jul-12,7.6,7.5,7.7,7.4,26.98K,1.06%,729
14-Jul-12,7.5,7.7,7.7,7.5,16.01K,-1.69%,728
13-Jul-12,7.7,7.8,7.8,7.4,65.47K,-1.16%,727
12-Jul-12,7.8,7.2,7.9,7.1,64.62K,8.53%,726
11-Jul-12,7.2,7.2,7.3,7,41.89K,0.00%,725
10-Jul-12,7.2,7,7.3,7,70.07K,2.56%,724
9-Jul-12,7,6.8,7.1,6.7,61.64K,3.24%,723
8-Jul-12,6.8,6.8,6.9,6.7,18.22K,0.00%,722
7-Jul-12,6.8,6.7,6.9,6.6,37.99K,1.65%,721
6-Jul-12,6.7,6.7,6.7,6.6,43.19K,0.00%,720
5-Jul-12,6.7,6.5,6.8,6.5,45.35K,2.46%,719
4-Jul-12,6.5,6.4,6.6,6.4,33.48K,0.93%,718
3-Jul-12,6.4,6.8,6.8,6.4,71.07K,-4.59%,717
2-Jul-12,6.8,6.6,6.8,6.6,32.36K,1.96%,716
1-Jul-12,6.6,6.7,6.7,6.5,20.58K,-0.90%,715
30-Jun-12,6.7,6.7,6.7,6.6,20.59K,0.00%,714
29-Jun-12,6.7,6.6,6.7,6.5,26.30K,0.00%,713
28-Jun-12,6.6,6.7,6.7,6.5,42.82K,0.00%,712
27-Jun-12,6.7,6.4,6.7,6.4,41.98K,3.58%,711
26-Jun-12,6.4,6.3,6.5,6.3,48.74K,1.90%,710
25-Jun-12,6.3,6.3,6.4,6.2,62.64K,0.00%,709
24-Jun-12,6.3,6.4,6.5,6.3,33.95K,-1.24%,708
23-Jun-12,6.4,6.6,6.7,6.4,20.12K,-1.83%,707
22-Jun-12,6.6,6.7,6.8,6.4,56.82K,-1.95%,706
21-Jun-12,6.7,6.7,6.8,6.6,51.94K,0.00%,705
20-Jun-12,6.7,6.5,6.7,6.4,64.07K,2.62%,704
19-Jun-12,6.5,6.3,6.5,6.3,43.88K,3.01%,703
18-Jun-12,6.3,6.2,6.4,6,46.83K,2.44%,702
17-Jun-12,6.2,6.4,6.5,6.1,48.80K,-3.75%,701
16-Jun-12,6.4,6.5,6.6,6.3,78.20K,-1.54%,700
15-Jun-12,6.5,5.9,6.6,5.9,65.64K,9.24%,699
14-Jun-12,5.9,5.9,6,5.8,35.04K,0.00%,698
13-Jun-12,5.9,5.7,6,5.7,57.24K,4.04%,697
12-Jun-12,5.7,5.6,5.8,5.5,78.98K,2.33%,696
11-Jun-12,5.6,5.5,5.6,5.4,40.26K,1.83%,695
10-Jun-12,5.5,5.6,5.6,5.4,24.40K,-1.62%,694
9-Jun-12,5.6,5.6,5.7,5.5,37.12K,-1.24%,693
8-Jun-12,5.6,5.6,5.7,5.6,53.84K,0.00%,692
7-Jun-12,5.6,5.5,5.6,5.4,48.07K,2.38%,691
6-Jun-12,5.5,5.4,5.5,5.4,40.68K,0.00%,690
5-Jun-12,5.4,5.3,5.5,5.2,83.93K,3.23%,689
4-Jun-12,5.3,5.2,5.3,5.2,51.24K,1.15%,688
3-Jun-12,5.2,5.3,5.3,5.2,12.68K,0.00%,687
2-Jun-12,5.3,5.3,5.3,5.2,15.17K,0.00%,686
1-Jun-12,5.3,5.2,5.3,5.2,44.69K,1.74%,685
31-May-12,5.2,5.1,5.2,5.1,39.48K,0.00%,684
30-May-12,5.1,5.2,5.2,5.1,39.94K,0.00%,683
29-May-12,5.2,5.1,5.2,5,61.27K,0.00%,682
28-May-12,5.1,5.1,5.2,5.1,27.56K,0.00%,681
27-May-12,5.1,5.1,5.2,5.1,15.75K,0.00%,680
26-May-12,5.1,5.2,5.2,5.1,16.59K,-0.97%,679
25-May-12,5.2,5.1,5.2,5.1,23.08K,0.00%,678
24-May-12,5.1,5.1,5.2,5.1,28.92K,0.00%,677
23-May-12,5.1,5.1,5.2,5.1,52.96K,0.00%,676
22-May-12,5.1,5.1,5.1,5.1,46.68K,0.00%,675
21-May-12,5.1,5.1,5.1,5.1,33.62K,0.00%,674
20-May-12,5.1,5.1,5.2,5.1,18.69K,0.00%,673
19-May-12,5.1,5.1,5.1,5.1,23.16K,0.00%,672
18-May-12,5.1,5.1,5.1,5.1,52.58K,0.00%,671
17-May-12,5.1,5.1,5.1,5.1,26.62K,0.00%,670
16-May-12,5.1,5,5.1,5,69.37K,0.99%,669
15-May-12,5,5,5,4.9,44.14K,0.00%,668
14-May-12,5,4.9,5,4.9,52.85K,1.62%,667
13-May-12,4.9,4.9,5,4.9,14.05K,0.00%,666
12-May-12,4.9,5,5,4.9,20.88K,0.00%,665
11-May-12,5,4.8,5,4.8,63.13K,2.27%,664
10-May-12,4.8,5,5.1,4.8,69.98K,-3.77%,663
9-May-12,5,5.1,5.1,5,38.92K,0.00%,662
8-May-12,5.1,5.1,5.1,5,68.20K,0.00%,661
7-May-12,5.1,5.1,5.1,5,46.18K,0.00%,660
6-May-12,5.1,5.1,5.1,5,19.30K,0.00%,659
5-May-12,5.1,5.1,5.1,5,18.84K,0.00%,658
4-May-12,5.1,5.1,5.2,5.1,43.63K,-1.17%,657
3-May-12,5.1,5.1,5.2,5,35.42K,1.18%,656
2-May-12,5.1,5,5.2,5,95.96K,1.40%,655
1-May-12,5,4.9,5,4.9,36.68K,1.01%,654
30-Apr-12,4.9,4.9,5,4.9,55.77K,0.00%,653
29-Apr-12,4.9,5,5,4.9,22.23K,-1.61%,652
28-Apr-12,5,5.1,5.1,4.8,91.59K,-2.54%,651
27-Apr-12,5.1,5.1,5.1,5,25.87K,0.00%,650
26-Apr-12,5.1,5.1,5.2,5,57.36K,0.00%,649
25-Apr-12,5.1,5.1,5.2,5,35.64K,0.00%,648
24-Apr-12,5.1,5,5.2,4.9,70.99K,2.82%,647
23-Apr-12,5,5.2,5.2,5,49.37K,-4.62%,646
22-Apr-12,5.2,5.3,5.3,5.1,37.11K,-1.14%,645
21-Apr-12,5.3,5.3,5.5,5.1,60.92K,-1.68%,644
20-Apr-12,5.3,5.1,5.5,5.1,104.07K,4.09%,643
19-Apr-12,5.1,5.1,5.2,5.1,46.68K,0.00%,642
18-Apr-12,5.1,5,5.2,5,79.13K,2.81%,641
17-Apr-12,5,4.9,5,4.9,30.65K,1.01%,640
16-Apr-12,4.9,5,5,4.9,31.16K,0.00%,639
15-Apr-12,5,5,5,4.9,33.34K,0.00%,638
14-Apr-12,5,4.9,5,4.9,63.89K,0.00%,637
13-Apr-12,4.9,4.9,4.9,4.7,93.11K,0.00%,636
12-Apr-12,4.9,4.9,4.9,4.8,46.37K,0.00%,635
11-Apr-12,4.9,4.8,5,4.8,67.04K,1.86%,634
10-Apr-12,4.8,4.9,4.9,4.8,53.10K,0.00%,633
9-Apr-12,4.9,4.8,4.9,4.7,39.24K,1.67%,632
8-Apr-12,4.8,4.7,4.8,4.6,41.97K,2.13%,631
7-Apr-12,4.7,4.9,4.9,4.7,80.95K,-5.25%,630
6-Apr-12,4.9,4.9,5,4.9,58.21K,0.00%,629
5-Apr-12,4.9,4.9,4.9,4.9,33.81K,0.00%,628
4-Apr-12,4.9,4.9,5,4.9,51.04K,0.00%,627
3-Apr-12,4.9,5,5,4.8,78.48K,0.00%,626
2-Apr-12,5,4.8,5.1,4.8,80.66K,2.90%,625
1-Apr-12,4.8,4.9,4.9,4.7,35.95K,-1.63%,624
31-Mar-12,4.9,4.9,4.9,4.8,35.53K,0.00%,623
30-Mar-12,4.9,4.8,4.9,4.7,39.07K,1.04%,622
29-Mar-12,4.8,4.8,4.9,4.7,37.98K,0.00%,621
28-Mar-12,4.8,4.8,4.8,4.7,38.02K,0.00%,620
27-Mar-12,4.8,4.6,4.8,4.5,73.43K,4.11%,619
26-Mar-12,4.6,4.6,4.7,4.5,69.84K,1.54%,618
25-Mar-12,4.6,4.7,4.7,4.3,71.56K,-2.78%,617
24-Mar-12,4.7,4.7,4.7,4.6,39.07K,0.00%,616
23-Mar-12,4.7,4.7,4.8,4.6,54.13K,0.00%,615
22-Mar-12,4.7,4.8,4.9,4.6,58.07K,-2.29%,614
21-Mar-12,4.8,4.8,4.9,4.8,46.44K,0.00%,613
20-Mar-12,4.8,4.7,4.9,4.6,66.34K,3.20%,612
19-Mar-12,4.7,5.3,5.3,4.5,188.89K,-11.17%,611
18-Mar-12,5.3,5.2,5.3,5.2,22.86K,1.15%,610
17-Mar-12,5.2,5.3,5.4,5.2,39.10K,-2.25%,609
16-Mar-12,5.3,5.3,5.4,5.3,32.72K,0.00%,608
15-Mar-12,5.3,5.4,5.4,5.3,41.08K,-0.93%,607
14-Mar-12,5.4,5.3,5.4,5.3,62.89K,2.09%,606
13-Mar-12,5.3,4.9,5.4,4.9,127.33K,7.77%,605
12-Mar-12,4.9,4.9,4.9,4.9,22.05K,0.00%,604
11-Mar-12,4.9,4.8,5,4.8,42.44K,1.66%,603
10-Mar-12,4.8,4.9,4.9,4.8,28.07K,0.00%,602
9-Mar-12,4.9,4.9,4.9,4.8,32.72K,-1.42%,601
8-Mar-12,4.9,4.9,5,4.8,58.09K,0.00%,600
7-Mar-12,4.9,5,5.1,4.8,46.17K,0.00%,599
6-Mar-12,5,5,5.1,4.9,44.53K,0.00%,598
5-Mar-12,5,4.8,5.1,4.8,65.83K,3.32%,597
4-Mar-12,4.8,4.6,4.9,4.6,58.83K,4.56%,596
